SSID,BSSID,Protocol
'eduroam',58:ac:78:a3:ab:01,802.11n
'eduroam',58:ac:78:a3:ab:0e,802.11ac
'Galaxy A53 5G1B7E',46:8a:e9:1a:71:af,802.11n
'Galaxy S20 FE825D',da:23:41:53:24:43,802.11ac
'Global_Students',08:cc:68:b4:6a:4d,802.11ac
'Global_Students',08:cc:68:b4:9d:72,802.11n
'Global_Students',08:cc:68:cc:3b:8d,802.11ac
'Global_Students',1c:e6:c7:3e:5e:5d,802.11n
'Global_Students',58:ac:78:b0:08:8d,802.11ac
'Global_Students',68:86:a7:d7:02:5d,802.11n
'uniwide',08:cc:68:b4:83:d0,802.11n
'uniwide',1c:e6:c7:0d:9a:bf,802.11n
'uniwide',1c:e6:c7:3e:21:df,802.11n
'uniwide',58:ac:78:af:fb:5f,802.11ac
'uniwide',58:ac:78:b0:08:8f,802.11ac
'UNSW Guest',04:62:73:a9:ec:5c,802.11ac
'UNSW Guest',08:cc:68:b4:82:93,802.11n
'UNSW Guest',08:cc:68:b4:9d:73,802.11n
'UNSW Guest',08:cc:68:cc:3b:8c,802.11ac
'UNSW Guest',1c:e6:c7:3e:21:dc,802.11n
'UNSW Guest',1c:e6:c7:3e:5e:5c,802.11n
<HIDDEN>,08:cc:68:cc:3b:85,802.11n
<HIDDEN>,14:4d:67:be:ba:0c,802.11n
'Superloop-New College Village',c8:08:73:15:cf:88,802.11n
'UNSW Guest',08:cc:68:cc:3b:83,802.11n
'UNSW Guest',b8:11:4b:82:49:43,802.11n
'WiFi-501E5E',b0:a7:b9:50:1e:60,802.11ax
<HIDDEN>,08:cc:68:b4:7d:ea,802.11ac
<HIDDEN>,08:cc:68:b4:7d:ed,802.11ac
<HIDDEN>,08:cc:68:b4:87:a5,802.11n
<HIDDEN>,08:cc:68:b4:b4:6b,802.11ac
<HIDDEN>,08:cc:68:b5:9f:7d,802.11ac
<HIDDEN>,08:cc:68:b5:bd:fa,802.11ac
<HIDDEN>,08:cc:68:b5:d4:0a,802.11ac
<HIDDEN>,1c:d1:e0:56:cc:e4,802.11n
<HIDDEN>,1c:d1:e0:56:cc:e5,802.11n
<HIDDEN>,1c:e6:c7:0d:6e:dd,802.11n
<HIDDEN>,1c:e6:c7:3e:17:a3,802.11ac
<HIDDEN>,1c:e6:c7:f0:21:34,802.11n
<HIDDEN>,1c:e6:c7:f0:21:35,802.11n
<HIDDEN>,54:78:1a:bf:63:d2,802.11ac
<HIDDEN>,54:78:1a:bf:63:d3,802.11ac
<HIDDEN>,58:ac:78:92:ed:dd,802.11ac
<HIDDEN>,58:ac:78:b0:31:3d,802.11ac
'eduroam',08:cc:68:b4:52:80,802.11n
'eduroam',08:cc:68:b5:ee:40,802.11n
'eduroam',1c:e6:c7:3e:17:a7,802.11ac
'eduroam',1c:e6:c7:f0:21:30,802.11n
'eduroam',4c:e1:76:f3:70:4f,802.11ac
'eduroam',58:97:1e:56:4c:37,802.11ac
'eduroam',58:ac:78:92:ed:d1,802.11n
'eduroam',58:ac:78:92:ed:de,802.11ac
'eduroam',b8:11:4b:83:32:2f,802.11ac
'Global_Students',08:cc:68:b4:52:82,802.11n
'Global_Students',08:cc:68:b4:95:3b,802.11ac
'Global_Students',08:cc:68:b5:d3:5b,802.11ac
'Global_Students',1c:d1:e0:56:cc:e3,802.11n
'Global_Students',1c:e6:c7:0d:6e:db,802.11n
'Global_Students',1c:e6:c7:0d:98:fb,802.11n
'Global_Students',1c:e6:c7:3e:17:a5,802.11ac
'Global_Students',1c:e6:c7:f0:21:32,802.11n
'Global_Students',58:97:1e:56:4c:35,802.11ac
'H13-3075-ClickShare',e4:aa:ea:5d:da:2b,802.11ac
'iPhone',e2:c8:e9:30:e9:19,802.11ax
'uniwide',08:cc:68:b5:a4:8e,802.11ac
'uniwide',08:cc:68:b5:cb:6e,802.11ac
'uniwide',1c:d1:e0:56:cc:e1,802.11n
'uniwide',1c:e6:c7:f0:21:31,802.11n
'uniwide',54:78:1a:bf:63:de,802.11n
'uniwide',58:97:1e:56:4c:36,802.11ac
'uniwide',58:ac:78:92:ed:d0,802.11n
'uniwide',58:ac:78:92:ed:df,802.11ac
'UNSW Guest',08:cc:68:b5:d4:0c,802.11ac
'UNSW Guest',08:cc:68:b5:ed:6c,802.11ac
'UNSW Guest',1c:e6:c7:3e:17:a4,802.11ac
'UNSW Guest',1c:e6:c7:f0:21:33,802.11n
'UNSW Guest',54:78:1a:bf:62:4c,802.11n
'UNSW Guest',58:97:1e:56:4c:34,802.11ac
'UNSW Guest',58:ac:78:92:ed:d3,802.11n
<HIDDEN>,00:ea:bd:e3:b0:14,802.11n
<HIDDEN>,00:ea:bd:e3:b9:ba,802.11ac
<HIDDEN>,00:ea:bd:e3:be:1a,802.11ac
<HIDDEN>,00:ea:bd:e3:c0:ba,802.11ac
<HIDDEN>,00:ea:bd:e3:c0:bb,802.11ac
<HIDDEN>,08:cc:68:b4:87:5b,802.11ac
<HIDDEN>,1c:e6:c7:0d:6f:55,802.11n
<HIDDEN>,1c:e6:c7:f0:20:25,802.11n
<HIDDEN>,54:78:1a:bf:6a:b2,802.11n
<HIDDEN>,54:78:1a:bf:6a:bd,802.11n
<HIDDEN>,bc:26:c7:c7:6e:04,802.11n
<HIDDEN>,d0:72:dc:3a:fe:c2,802.11n
'eduroam',00:ea:bd:e3:b7:ff,802.11ac
'eduroam',1c:e6:c7:f0:20:20,802.11n
'eduroam',54:78:1a:bf:7e:20,802.11n
'eduroam',d4:c9:3c:c1:aa:2f,802.11ac
'Global_Students',00:ea:bd:e3:b7:fd,802.11ac
'Global_Students',00:ea:bd:e3:c0:02,802.11n
'Global_Students',08:cc:68:b4:a7:2b,802.11ac
'Global_Students',08:cc:68:b5:c5:a4,802.11n
'Global_Students',1c:e6:c7:5b:93:0d,802.11n
'Global_Students',1c:e6:c7:f0:20:22,802.11n
'Global_Students',54:78:1a:bf:6a:bb,802.11n
'Global_Students',54:78:1a:bf:7e:22,802.11n
'robotics_lab',9c:3d:cf:43:1a:09,802.11n
'uniwide',00:ea:bd:e3:b7:fe,802.11ac
'uniwide',00:ea:bd:e3:be:1e,802.11ac
'uniwide',54:78:1a:bf:6a:be,802.11n
'UNSW Guest',00:ea:bd:e3:b7:fc,802.11ac
'UNSW Guest',1c:d1:e0:56:77:81,802.11n
'UNSW Guest',1c:e6:c7:5b:93:03,802.11n
'UNSW Guest',1c:e6:c7:f0:20:24,802.11ac
'UNSW Guest',d4:c9:3c:c1:aa:2c,802.11ac
<HIDDEN>,08:cc:68:b4:7b:e0,802.11n
<HIDDEN>,08:cc:68:b4:82:7b,802.11ac
<HIDDEN>,08:cc:68:b4:82:7f,802.11ac
<HIDDEN>,08:cc:68:b4:8a:8b,802.11ac
<HIDDEN>,08:cc:68:b4:a1:70,802.11n
<HIDDEN>,08:cc:68:b4:a1:74,802.11n
<HIDDEN>,18:df:c1:0b:a8:50,802.11n
<HIDDEN>,40:ce:24:9c:96:0d,802.11ac
'eduroam',00:b7:71:16:ea:c0,802.11n
'eduroam',08:cc:68:b4:93:a1,802.11n
'eduroam',08:cc:68:b4:a7:2f,802.11ac
'eduroam',08:cc:68:b5:35:cf,802.11ac
'Global_Students',08:cc:68:b5:bd:fd,802.11ac
'Global_Students',08:cc:68:b5:f7:32,802.11n
'Global_Students',a0:0f:37:4c:cf:4b,802.11ac
'uniwide',00:ea:bd:db:d1:e1,802.11n
'uniwide',08:cc:68:b4:7b:e5,802.11n
'uniwide',08:cc:68:b5:9a:1e,802.11ac
'uniwide',a0:0f:37:4c:ce:a1,802.11n
'uniwide',d4:c9:3c:9c:09:0e,802.11ac
<HIDDEN>,08:cc:68:b5:35:cd,802.11ac
<HIDDEN>,1c:e6:c7:3e:5a:84,802.11n
<HIDDEN>,54:78:1a:bf:63:d5,802.11n
'ConryTech_PrivateNetwork_E_5GEXT',50:0f:f5:f1:93:15,802.11ac
'eduroam',00:ea:bd:db:ce:bf,802.11ac
'eduroam',08:cc:68:b5:c6:af,802.11ac
'eduroam',1c:e6:c7:5b:22:0f,802.11n
'eduroam',54:78:1a:bf:63:d0,802.11n
'Global_Students',00:ea:bd:db:ce:bd,802.11ac
'Global_Students',08:cc:68:b5:35:cb,802.11ac
'UNSW Guest',00:ea:bd:db:ce:bc,802.11ac
<HIDDEN>,08:cc:68:b4:6a:12,802.11n
<HIDDEN>,08:cc:68:b4:e4:7f,802.11ac
'honeypot',4e:25:af:5f:08:85,802.11ax
'HONOR 90',de:54:19:ae:0f:23,802.11ac
'uniwide',08:cc:68:b5:8d:fa,802.11ac
'uniwide',08:cc:68:b5:e1:ba,802.11ac
<HIDDEN>,00:2c:c8:3e:52:8d,802.11ac
<HIDDEN>,08:cc:68:b4:72:e5,802.11n
<HIDDEN>,08:cc:68:b4:75:a4,802.11n
<HIDDEN>,08:cc:68:b4:7f:fb,802.11ac
<HIDDEN>,08:cc:68:b4:88:74,802.11n
<HIDDEN>,08:cc:68:b5:82:2f,802.11ac
<HIDDEN>,1c:e6:c7:e0:26:b2,802.11ac
<HIDDEN>,1c:e6:c7:e0:26:b5,802.11ac
<HIDDEN>,58:97:1e:b2:2b:35,802.11ac
<HIDDEN>,58:ac:78:47:6b:dd,802.11ac
'bndl',6e:7b:fb:e5:fa:73,802.11ac
'eduroam',58:97:1e:b2:2b:3f,802.11n
'Global_Students',08:cc:68:b4:c0:74,802.11n
'uniwide',08:cc:68:b4:7f:fa,802.11ac
'uniwide',58:ac:78:47:6b:df,802.11ac
'uniwide',84:78:ac:c0:1f:51,802.11n
'UNSW Guest',08:cc:68:b4:c0:73,802.11n
<HIDDEN>,08:cc:68:b4:88:52,802.11n
<HIDDEN>,08:cc:68:b4:8a:42,802.11n
<HIDDEN>,08:cc:68:b4:8a:4a,802.11ac
<HIDDEN>,08:cc:68:b4:c7:12,802.11n
<HIDDEN>,58:ac:78:9c:bb:ad,802.11ac
'eduroam',08:cc:68:b4:a1:6f,802.11ac
'eduroam',08:cc:68:b4:c7:1f,802.11ac
'eduroam',58:ac:78:89:d4:b1,802.11n
'Global_Students',08:cc:68:b4:c7:1b,802.11ac
'Global_Students',58:97:1e:56:1e:8b,802.11n
'Global_Students',84:78:ac:98:14:14,802.11n
'uniwide',08:cc:68:b4:76:7f,802.11ac
'uniwide',08:cc:68:b4:88:51,802.11n
'uniwide',58:ac:78:47:56:7f,802.11ac
'uniwide',58:ac:78:9b:0b:4f,802.11ac
'uniwide',58:ac:78:9b:0d:10,802.11n
'UNSW Guest',08:cc:68:b4:76:7c,802.11ac
'UNSW Guest',1c:e6:c7:0d:fe:d3,802.11n
'UNSW Guest',1c:e6:c7:0d:fe:dc,802.11n
'UNSW Guest',58:ac:78:a3:a1:93,802.11n
<HIDDEN>,08:cc:68:b4:bd:dd,802.11ac
<HIDDEN>,0e:f9:f8:2a:4f:81,802.11ax
<HIDDEN>,1e:59:c0:4d:c3:09,802.11ac
'Blackvue900X-E43DC4',00:25:42:e4:3d:c4,802.11ac
'eduroam',08:cc:68:b4:bd:df,802.11ac
'eduroam',1c:e6:c7:5b:32:10,802.11n
'eduroam',f0:9e:63:14:8f:80,802.11n
'TP-LINK_430F',3c:6a:48:ee:43:11,802.11ax
'uniwide',08:cc:68:b4:c4:81,802.11n
'uniwide',1c:e6:c7:0d:57:4e,802.11n
'uniwide',58:97:1e:56:57:2e,802.11n
'uniwide',84:78:ac:c0:4b:de,802.11n
'uniwide',84:78:ac:c0:5c:31,802.11n
'UNSW Guest',1c:e6:c7:5b:32:13,802.11n
'UNSW Guest',f0:9e:63:14:8f:82,802.11n
<HIDDEN>,08:cc:68:b4:76:7d,802.11ac
<HIDDEN>,20:3a:07:e4:c0:42,802.11ac
<HIDDEN>,d4:c9:3c:b6:5e:ed,802.11ac
<HIDDEN>,f0:9e:63:14:94:65,802.11n
'Blackvue750GPRO-E74FFD',00:25:42:e7:4f:fd,802.11n
'eduroam',d4:c9:3c:b6:5e:ee,802.11ac
'Global_Students',f0:9e:63:14:94:63,802.11n
'QV3848-e-19fa3b',60:35:73:51:3a:1a,802.11n
'uniwide',d4:c9:3c:b6:5e:ef,802.11ac
'UNSW Guest',58:97:1e:56:4c:73,802.11n
'UNSW Guest',d4:c9:3c:b6:5e:ec,802.11ac
'UNSW Guest',f0:9e:63:14:94:62,802.11n
<HIDDEN>,08:cc:68:b5:8f:f5,802.11n
<HIDDEN>,18:e7:28:03:10:aa,802.11n
<HIDDEN>,18:e7:28:03:10:ab,802.11n
<HIDDEN>,62:45:bd:77:37:81,802.?
<HIDDEN>,f0:9e:63:14:ad:24,802.11n
<HIDDEN>,fe:d5:bf:54:46:0d,802.11ax
'AT_401_RAC_056905_WW_e434',de:03:98:9f:e4:34,802.11n
'eduroam',5c:e1:76:0a:15:40,802.11n
'eduroam',f0:9e:63:14:94:60,802.11n
'Global_Students',5c:e1:76:0a:15:43,802.11n
'HONOR 60 Pro',f6:11:f4:cc:59:44,802.11ac
'uniwide',5c:e1:76:0a:15:41,802.11n
'uniwide',f0:9e:63:14:94:61,802.11n
'uniwide',f0:9e:63:14:ad:21,802.11n
'UNSW Guest',5c:e1:76:0a:15:42,802.11n
'UNSW Guest',5c:e1:76:0a:20:e2,802.11n
'WiFi-4F28-5G',d8:07:b6:29:4f:2a,802.11ac
<HIDDEN>,f0:9e:63:1d:f9:04,802.11n
<HIDDEN>,f0:9e:63:1d:f9:05,802.11n
'uniwide',f0:9e:63:14:94:41,802.11n
<HIDDEN>,08:cc:68:b4:52:2a,802.11ac
'Shalom-staff',84:18:3a:d8:4e:7c,802.11n
'AT_401_RAC_056905_WW_d687',de:03:98:9f:d6:87,802.11n
'Guest-Shalom',84:18:3a:98:5f:18,802.11n
'HA Staff',7e:45:58:21:15:da,802.11n
'Superloop-ShalomCollege-2.4ghz',d8:38:fc:f9:a2:98,802.11n
'Warrane Guest',82:45:58:1d:ea:02,802.11n
'Warrane Guest',82:45:58:21:15:da,802.11n
<HIDDEN>,02:92:bf:cd:73:0e,802.11n
<HIDDEN>,02:92:bf:cd:73:82,802.11n
<HIDDEN>,86:45:58:1d:fa:37,802.11n
<HIDDEN>,8a:45:58:21:19:d9,802.11n
<HIDDEN>,8e:45:58:22:0c:e6,802.11ac
<HIDDEN>,fe:92:bf:cd:73:0e,802.11n
<HIDDEN>,fe:92:bf:cd:73:82,802.11n
'AT_401_RAC_056905_WW_06bb',de:03:98:c7:06:bb,802.11n
'AT_401_RAC_056905_WW_0ade',26:e8:53:38:0a:de,802.11n
'HA Staff',fa:92:bf:cd:73:0e,802.11n
'HA Staff',fa:92:bf:cd:73:82,802.11n
'Superloop-ShalomCollege',30:87:d9:21:f8:2d,802.11ac
'Warrane Guest',82:45:58:21:19:d9,802.11n
'Warrane Staff',78:45:58:21:19:d9,802.11n
'Warrane Staff',7e:45:58:22:19:d9,802.11ac
'Yarraton-RS',f4:92:bf:cd:6f:00,802.11n
<HIDDEN>,8a:45:58:21:17:e1,802.11n
'_Superloop-NewCollege5Ghz',d8:38:fc:f4:24:1c,802.11ac
'NC Admin',d8:38:fc:5f:10:a8,802.11n
'NC Admin',d8:38:fc:74:24:1c,802.11ac
<HIDDEN>,1c:e6:c7:3e:60:c4,802.11n
<HIDDEN>,86:45:58:1d:fe:05,802.11n
'AD_401_RAC_056905_WW-e429',de:03:98:9f:e4:29,802.11n
'AT_401_RAC_056905_WW_0ba3',26:e8:53:38:0b:a3,802.11n
'AT_401_RAC_056905_WW_15ee',de:03:98:c7:15:ee,802.11n
'AT_401_RAC_056905_WW_762d',fa:b9:5a:3e:76:2d,802.11n
'AT_401_RAC_056905_WW_91ea',de:03:98:c7:91:ea,802.11n
'AT_401_RAC_056905_WW_92a2',de:03:98:c7:92:a2,802.11n
'AT_401_RAC_056905_WW_f6bc',de:03:98:c6:f6:bc,802.11n
'AT_401_RAC_056905_WW_f717',de:03:98:c6:f7:17,802.11n
'eduroam',08:cc:68:b5:f4:20,802.11n
'MeowDungeon',62:e8:94:0e:bd:fe,802.11n
'NC Admin',d8:38:fc:5f:18:98,802.11n
'Superloop-New College',d8:38:fc:1f:18:98,802.11n
'Warrane Guest',86:45:58:22:0a:ca,802.11ac
<HIDDEN>,26:50:ee:53:7c:6f,802.11n
<HIDDEN>,08:cc:68:b5:c7:da,802.11ac
<HIDDEN>,08:cc:68:b5:c7:dd,802.11ac
'AC06',9c:c9:eb:4d:6f:cc,802.11n
'eduroam',08:cc:68:b5:c7:df,802.11ac
'Global_Students',08:cc:68:b5:c7:db,802.11ac
'WiFi-C2FFEE',1c:61:b4:c2:ff:ee,802.11ax
<HIDDEN>,08:cc:68:b4:81:1d,802.11ac
<HIDDEN>,08:cc:68:b4:8f:ca,802.11ac
<HIDDEN>,1c:e6:c7:0d:6a:1a,802.11n
<HIDDEN>,1c:e6:c7:0d:6a:1d,802.11n
<HIDDEN>,94:a6:7e:50:ca:74,802.11ax
<HIDDEN>,94:a6:7e:57:2f:d6,802.11ax
'Global_Students',08:cc:68:b5:96:7b,802.11ac
'uniwide',08:cc:68:b4:75:1e,802.11ac
'uniwide',08:cc:68:b5:96:0e,802.11ac
'UNSW Guest',08:cc:68:b4:8f:cc,802.11ac
'UNSW Guest',08:cc:68:b5:96:0c,802.11ac
<HIDDEN>,00:35:1a:3e:25:65,802.11n
<HIDDEN>,08:cc:68:b4:54:c2,802.11n
<HIDDEN>,08:cc:68:b4:a0:ca,802.11ac
<HIDDEN>,08:cc:68:b4:b8:ca,802.11ac
<HIDDEN>,08:cc:68:b4:b8:cd,802.11ac
<HIDDEN>,08:cc:68:b4:c2:4a,802.11ac
<HIDDEN>,08:cc:68:b5:bb:ed,802.11ac
<HIDDEN>,08:cc:68:b5:d6:0d,802.11ac
<HIDDEN>,08:cc:68:b5:ef:2d,802.11ac
<HIDDEN>,08:cc:68:b5:f2:f5,802.11n
<HIDDEN>,1c:e6:c7:0d:98:f5,802.11ac
<HIDDEN>,1c:e6:c7:3e:27:ed,802.11n
<HIDDEN>,1c:e6:c7:3e:db:75,802.11n
<HIDDEN>,24:16:9d:24:05:22,802.11n
<HIDDEN>,58:ac:78:a3:ab:3a,802.11ac
<HIDDEN>,84:78:ac:98:4f:1a,802.11n
<HIDDEN>,84:78:ac:98:4f:1d,802.11n
'ClickShare-1872131087',28:24:ff:4d:14:3f,802.11n
'eduroam',00:35:1a:3e:25:60,802.11n
'eduroam',08:cc:68:b4:c2:4f,802.11ac
'eduroam',08:cc:68:b5:bb:ef,802.11ac
'eduroam',08:cc:68:b5:f2:f0,802.11n
'eduroam',58:ac:78:a3:ab:3f,802.11ac
'eduroam',84:78:ac:98:4f:1f,802.11n
'eduroam',a0:0f:37:4c:7f:6e,802.11ac
'Emmy's Phone',6a:c7:5a:33:1d:0c,802.11ax
'Global_Students',08:cc:68:b4:b8:cb,802.11ac
'Global_Students',08:cc:68:b4:c2:4b,802.11ac
'Global_Students',08:cc:68:b5:ab:b4,802.11n
'Global_Students',08:cc:68:b5:bb:eb,802.11ac
'Global_Students',08:cc:68:b5:ef:2b,802.11ac
'Global_Students',08:cc:68:b5:f2:f4,802.11n
'uniwide',00:35:1a:3e:25:6e,802.11ac
'uniwide',08:cc:68:b5:c7:de,802.11ac
'uniwide',08:cc:68:b5:d6:01,802.11n
'uniwide',08:cc:68:b5:d6:0e,802.11ac
'uniwide',08:cc:68:b5:f2:f1,802.11n
'uniwide',1c:e6:c7:3e:db:71,802.11n
'uniwide',58:ac:78:a3:ab:3e,802.11ac
'uniwide',a0:0f:37:4c:7f:6f,802.11ac
'UNSW Guest',08:cc:68:b4:9a:5c,802.11ac
'UNSW Guest',08:cc:68:b4:a0:cc,802.11ac
'UNSW Guest',08:cc:68:b5:93:bc,802.11ac
'UNSW Guest',08:cc:68:b5:ab:b3,802.11n
'UNSW Guest',08:cc:68:b5:bb:ec,802.11ac
'UNSW Guest',08:cc:68:b5:c7:dc,802.11ac
'UNSW Guest',08:cc:68:b5:d6:0c,802.11ac
'UNSW Guest',1c:e6:c7:0d:98:fc,802.11n
'UNSW Guest',1c:e6:c7:3e:27:ec,802.11n
'UNSW Guest',24:16:9d:24:05:23,802.11n
'UNSW Guest',a0:0f:37:4c:7f:6c,802.11ac
<HIDDEN>,08:cc:68:b4:80:4d,802.11ac
<HIDDEN>,08:cc:68:b4:c3:1a,802.11ac
<HIDDEN>,08:cc:68:b4:e3:ab,802.11ac
<HIDDEN>,08:cc:68:b5:ed:ab,802.11ac
<HIDDEN>,66:fd:96:c2:a7:08,802.11ac
<HIDDEN>,84:78:ac:c0:61:33,802.11ac
<HIDDEN>,e0:46:9a:3d:68:94,802.11g
'eduroam',08:cc:68:b4:7d:ef,802.11ac
'eduroam',08:cc:68:b4:e3:ae,802.11ac
'eduroam',44:ad:d9:60:be:de,802.11n
'eduroam',d0:72:dc:53:63:f1,802.11n
'Galaxy A54 5G F58C',62:1f:18:71:b7:2d,802.11n
'Global_Students',08:cc:68:b4:7d:eb,802.11ac
'Global_Students',08:cc:68:b4:80:4b,802.11ac
'Global_Students',08:cc:68:b4:81:1b,802.11ac
'Global_Students',08:cc:68:b4:a2:3d,802.11ac
'Global_Students',08:cc:68:b5:ed:ad,802.11ac
'Global_Students',d0:72:dc:53:63:f2,802.11n
'NOKIA-8135',28:74:f5:77:81:3e,802.11ax
'tatsawan’s iPhone (2)',5e:a1:09:e0:cf:ea,802.11ax
'uniwide',08:cc:68:b4:80:4e,802.11ac
'uniwide',08:cc:68:b4:a2:3f,802.11ac
'uniwide',08:cc:68:b4:e3:af,802.11ac
'UNSW Guest',08:cc:68:b4:81:1c,802.11ac
'生's Galaxy Z Fold3 5G',a2:fe:a8:e9:79:c1,802.11ac
<HIDDEN>,1c:e6:c7:5b:5a:5a,802.11n
'eduroam',50:17:ff:3a:3b:56,802.11ac
'eduroam',50:17:ff:3a:3b:5e,802.11n
'Global_Students',50:17:ff:3a:3b:55,802.11ac
'Global_Students',84:78:ac:c0:35:2d,802.11n
<HIDDEN>,00:1e:42:4e:f9:50,802.11n
<HIDDEN>,04:62:73:a9:ec:5a,802.11ac
<HIDDEN>,08:cc:68:b4:80:db,802.11ac
<HIDDEN>,08:cc:68:b4:91:b5,802.11n
<HIDDEN>,1c:e6:c7:3e:61:da,802.11n
<HIDDEN>,1c:e6:c7:5b:68:05,802.11n
<HIDDEN>,58:ac:78:b0:08:8a,802.11ac
<HIDDEN>,a8:9d:21:85:17:2a,802.11ac
<HIDDEN>,a8:9d:21:85:17:2b,802.11ac
'eduroam',08:cc:68:b4:91:be,802.11ac
'eduroam',a8:9d:21:85:17:2e,802.11ac
'Galaxy A133FC1',6a:c8:37:12:7e:13,802.11n
'Global_Students',a8:9d:21:85:17:2d,802.11ac
'uniwide',08:cc:68:b4:6a:40,802.11n
'uniwide',08:cc:68:b4:80:df,802.11ac
'uniwide',08:cc:68:b4:91:b0,802.11n
'uniwide',08:cc:68:b4:9d:70,802.11n
'uniwide',a8:9d:21:85:17:2f,802.11ac
'UNSW Guest',1c:e6:c7:3e:61:dc,802.11n
'UNSW Guest',58:ac:78:b0:08:8c,802.11ac
'UNSW Guest',dc:a5:f4:9c:62:dc,802.11n
'WiFi-BC42-5G',3c:84:6a:bc:bc:44,802.11ac
'Blackvue750S-F2991E',00:25:42:f2:99:1e,802.11n
'eduroam',1c:e6:c7:0d:9d:7e,802.11n
<HIDDEN>,08:cc:68:b4:87:a4,802.11n
<HIDDEN>,08:cc:68:b4:a3:d2,802.11n
<HIDDEN>,08:cc:68:b4:a8:f4,802.11n
<HIDDEN>,08:cc:68:b4:bf:fa,802.11ac
<HIDDEN>,08:cc:68:b5:8c:ba,802.11ac
<HIDDEN>,08:cc:68:b5:9f:75,802.11n
<HIDDEN>,08:cc:68:b5:cb:05,802.11n
<HIDDEN>,08:cc:68:b5:db:ba,802.11ac
<HIDDEN>,08:cc:68:b5:ee:4a,802.11ac
<HIDDEN>,08:cc:68:b5:f9:b2,802.11n
<HIDDEN>,08:cc:68:b5:f9:b5,802.11n
<HIDDEN>,1c:e6:c7:3e:27:ea,802.11n
<HIDDEN>,1c:e6:c7:5b:83:32,802.11ac
<HIDDEN>,1c:e6:c7:5b:83:35,802.11ac
<HIDDEN>,1c:e6:c7:5b:83:3a,802.11n
<HIDDEN>,1c:e6:c7:5b:83:3d,802.11n
<HIDDEN>,1c:e6:c7:5b:91:c5,802.11n
<HIDDEN>,b8:11:4b:b3:e5:25,802.11n
'DIRECT-RGLAPTOP-D2Q8T726msVK',72:cf:49:92:93:9d,802.11ax
'eduroam',08:cc:68:b4:87:a0,802.11n
'eduroam',08:cc:68:b4:c7:90,802.11n
'eduroam',08:cc:68:b5:8c:bf,802.11ac
'eduroam',08:cc:68:b5:9f:7f,802.11ac
'eduroam',1c:e6:c7:5b:83:3f,802.11n
'Galaxy S23 Ultra',02:c7:30:49:c8:c3,802.11ac
'Global_Students',08:cc:68:b4:69:7d,802.11ac
'Global_Students',08:cc:68:b5:75:c4,802.11n
'Global_Students',08:cc:68:b5:8c:bb,802.11ac
'Global_Students',08:cc:68:b5:a4:84,802.11n
'Global_Students',1c:e6:c7:5b:83:33,802.11ac
'Global_Students',1c:e6:c7:5b:83:3b,802.11n
'Global_Students',1c:e6:c7:5b:91:c4,802.11n
'Global_Students',1c:e6:c7:e1:d4:92,802.11n
'uniwide',08:cc:68:b4:69:7e,802.11ac
'uniwide',08:cc:68:b4:81:1e,802.11ac
'uniwide',08:cc:68:b4:87:a1,802.11n
'uniwide',08:cc:68:b4:a3:d1,802.11n
'uniwide',08:cc:68:b5:75:ce,802.11ac
'uniwide',08:cc:68:b5:8c:be,802.11ac
'uniwide',1c:e6:c7:5b:83:36,802.11ac
'uniwide',1c:e6:c7:5b:83:3e,802.11n
'UNSW Guest',08:cc:68:b4:87:a3,802.11n
'UNSW Guest',08:cc:68:b4:a3:d3,802.11n
'UNSW Guest',08:cc:68:b4:c7:93,802.11n
'UNSW Guest',08:cc:68:b5:75:cc,802.11ac
'UNSW Guest',08:cc:68:b5:9f:73,802.11n
'UNSW Guest',1c:d1:e0:56:cc:e2,802.11n
'UNSW Guest',1c:e6:c7:5b:83:34,802.11ac
'UNSW Guest',1c:e6:c7:5b:83:3c,802.11n
'UNSW Guest',58:ac:78:a3:9c:13,802.11n
<HIDDEN>,08:cc:68:b4:66:ca,802.11ac
<HIDDEN>,08:cc:68:b4:89:0b,802.11ac
<HIDDEN>,08:cc:68:b5:c5:a5,802.11n
<HIDDEN>,1c:e6:c7:0d:5c:a5,802.11n
<HIDDEN>,54:78:1a:bf:65:74,802.11n
<HIDDEN>,bc:26:c7:c7:6e:0a,802.11ac
<HIDDEN>,bc:26:c7:c7:6e:0b,802.11ac
'eduroam',00:ea:bd:e3:b7:f0,802.11n
'eduroam',bc:26:c7:c7:6e:0f,802.11ac
'Global_Students',00:ea:bd:e3:c1:32,802.11n
'Global_Students',1c:e6:c7:0d:5c:a4,802.11n
'Global_Students',bc:26:c7:c7:6e:0d,802.11ac
'iPhone XS Max',0a:9f:c7:9b:a7:31,802.11n
'Redmi K60',72:42:6e:32:cd:48,802.11ac
'uniwide',54:78:1a:bf:65:71,802.11n
'uniwide',bc:26:c7:c7:6e:0e,802.11ac
'uniwide',d4:c9:3c:c1:aa:21,802.11n
'UNSW Guest',08:cc:68:b4:66:cc,802.11ac
'UNSW Guest',08:cc:68:b5:ed:3c,802.11ac
'UNSW Guest',54:78:1a:bf:6a:b3,802.11n
'UNSW Guest',d0:72:dc:3a:fe:c3,802.11n
'vivianzzz',d6:45:35:84:02:67,802.11ax
<HIDDEN>,00:ea:bd:e3:c1:35,802.11n
<HIDDEN>,08:cc:68:b4:7b:e4,802.11n
<HIDDEN>,08:cc:68:b4:93:a0,802.11n
