SSID,BSSID,Protocol
'uniwide',4c:e1:76:f3:53:6e,802.11ac
'uniwide',54:78:1a:bf:77:36,802.11ac
'uniwide',54:78:1a:bf:77:3e,802.11n
'uniwide',58:ac:78:45:30:5f,802.11ac
'uniwide',84:78:ac:c0:1f:56,802.11ac
'uniwide',84:78:ac:c0:1f:5e,802.11n
'uniwide',a8:9d:21:5f:4c:1e,802.11ac
'UNSW Guest',04:62:73:ae:fd:3c,802.11ac
'UNSW Guest',08:cc:68:b4:5a:fc,802.11ac
'UNSW Guest',08:cc:68:b5:cc:93,802.11n
'UNSW Guest',08:cc:68:b5:cc:9c,802.11ac
'UNSW Guest',1c:e6:c7:e0:26:1c,802.11n
'UNSW Guest',1c:e6:c7:e0:26:43,802.11n
'UNSW Guest',1c:e6:c7:e0:26:4c,802.11n
'UNSW Guest',1c:e6:c7:e0:26:7c,802.11n
'UNSW Guest',1c:e6:c7:e0:26:b4,802.11ac
'UNSW Guest',24:16:9d:23:fd:23,802.11n
'UNSW Guest',24:16:9d:23:fd:2c,802.11ac
'UNSW Guest',24:16:9d:24:45:03,802.11n
'UNSW Guest',4c:e1:76:f3:53:6c,802.11ac
'UNSW Guest',54:78:1a:bf:77:34,802.11ac
'UNSW Guest',58:97:1e:56:1e:8c,802.11n
'UNSW Guest',58:ac:78:89:ec:13,802.11n
'UNSW Guest',84:78:ac:c0:1f:5c,802.11n
'UNSW Guest',a8:9d:21:5f:4c:1c,802.11ac
<HIDDEN>,08:cc:68:b4:5a:f5,802.11n
<HIDDEN>,08:cc:68:b4:68:e2,802.11n
<HIDDEN>,08:cc:68:b4:68:ea,802.11ac
<HIDDEN>,08:cc:68:b4:68:ed,802.11ac
<HIDDEN>,08:cc:68:b4:6a:1d,802.11ac
<HIDDEN>,08:cc:68:b4:72:ea,802.11ac
<HIDDEN>,08:cc:68:b4:75:a0,802.11n
<HIDDEN>,08:cc:68:b4:88:7b,802.11ac
<HIDDEN>,08:cc:68:b4:92:6f,802.11ac
<HIDDEN>,08:cc:68:b4:98:5b,802.11ac
<HIDDEN>,08:cc:68:b4:b5:80,802.11n
<HIDDEN>,08:cc:68:b4:b5:84,802.11n
<HIDDEN>,08:cc:68:b4:b5:8b,802.11ac
<HIDDEN>,08:cc:68:b4:c0:7a,802.11ac
<HIDDEN>,08:cc:68:b5:45:7b,802.11ac
<HIDDEN>,08:cc:68:b5:82:20,802.11n
<HIDDEN>,08:cc:68:b5:82:24,802.11n
<HIDDEN>,08:cc:68:b5:9c:ab,802.11ac
<HIDDEN>,08:cc:68:b5:d8:d0,802.11n
<HIDDEN>,08:cc:68:b5:d8:d4,802.11n
<HIDDEN>,1c:e6:c7:e0:26:12,802.11ac
<HIDDEN>,1c:e6:c7:e0:26:15,802.11ac
<HIDDEN>,24:16:9d:23:fd:25,802.11n
<HIDDEN>,24:16:9d:24:45:05,802.11n
<HIDDEN>,24:16:9d:24:45:0a,802.11ac
<HIDDEN>,24:16:9d:24:45:0d,802.11ac
<HIDDEN>,54:78:1a:bf:77:32,802.11n
<HIDDEN>,54:78:1a:bf:77:3a,802.11n
<HIDDEN>,54:78:1a:bf:77:3d,802.11n
<HIDDEN>,58:97:1e:b2:2b:32,802.11ac
<HIDDEN>,a8:9d:21:5f:4c:12,802.11n
<HIDDEN>,a8:9d:21:5f:4c:15,802.11n
<HIDDEN>,a8:9d:21:5f:4c:1a,802.11ac
<HIDDEN>,b8:11:4b:81:9c:82,802.11n
<HIDDEN>,b8:11:4b:81:9c:8a,802.11ac
<HIDDEN>,b8:11:4b:81:9c:8d,802.11ac
<HIDDEN>,da:55:a8:41:d0:52,802.11ax
<HIDDEN>,ee:8d:8a:9e:f9:5d,802.11ax
'CFEH_Staff',00:04:56:ad:d7:60,802.11n
'eduroam',08:cc:68:b4:68:e0,802.11n
'eduroam',08:cc:68:b4:68:ef,802.11ac
'eduroam',08:cc:68:b4:6a:1f,802.11ac
'eduroam',08:cc:68:b4:75:a1,802.11n
'eduroam',08:cc:68:b4:7f:f1,802.11n
'eduroam',08:cc:68:b4:84:1e,802.11ac
'eduroam',08:cc:68:b4:86:51,802.11n
'eduroam',08:cc:68:b4:88:7e,802.11ac
'eduroam',08:cc:68:b4:98:51,802.11n
'eduroam',08:cc:68:b4:98:5e,802.11ac
'eduroam',08:cc:68:b4:b5:81,802.11n
'eduroam',08:cc:68:b5:45:7e,802.11ac
'eduroam',08:cc:68:b5:82:21,802.11n
'eduroam',08:cc:68:b5:d8:d1,802.11n
'eduroam',08:cc:68:b5:e8:b1,802.11n
'eduroam',1c:e6:c7:5b:15:3f,802.11n
'eduroam',1c:e6:c7:e0:26:10,802.11n
'eduroam',24:16:9d:24:45:00,802.11n
'eduroam',24:16:9d:24:45:0f,802.11ac
'eduroam',54:78:1a:bf:77:37,802.11ac
'eduroam',54:78:1a:bf:77:3f,802.11n
'eduroam',58:97:1e:b2:2b:37,802.11ac
'eduroam',84:78:ac:c0:1f:50,802.11n
'eduroam',b8:11:4b:81:9c:80,802.11n
'eduroam',b8:11:4b:81:9c:8f,802.11ac
'Global_Students',08:cc:68:b4:5a:f4,802.11n
'Global_Students',08:cc:68:b4:68:e4,802.11n
'Global_Students',08:cc:68:b4:68:eb,802.11ac
'Global_Students',08:cc:68:b4:6a:1b,802.11ac
'Global_Students',24:16:9d:24:45:0b,802.11ac
'Global_Students',58:97:1e:b2:2b:33,802.11ac
'Global_Students',84:78:ac:c0:1f:54,802.11n
'Global_Students',b8:11:4b:81:9c:84,802.11n
'Global_Students',b8:11:4b:81:9c:8b,802.11ac
'InnovationCentralSydney',0e:7b:d8:e9:84:2e,802.11ax
'keg',14:58:d0:37:26:e0,802.11ac
'Michael's iPhone',d2:e7:c9:51:76:3a,802.11n
'Ru tenants',78:45:58:3a:38:dc,802.11n
'Ru tenants',fa:92:bf:58:5c:13,802.11ac
'TP-Link_5700',48:22:54:e8:57:00,802.11n
'uniwide',00:2a:10:ff:56:0a,802.11ac
'uniwide',08:cc:68:b4:68:ee,802.11ac
'uniwide',08:cc:68:b4:6a:11,802.11n
'uniwide',08:cc:68:b4:75:a5,802.11n
'uniwide',08:cc:68:b4:84:1a,802.11ac
'uniwide',08:cc:68:b4:92:6a,802.11ac
'uniwide',08:cc:68:b4:b5:85,802.11n
'uniwide',08:cc:68:b4:b5:8a,802.11ac
'uniwide',08:cc:68:b5:45:7a,802.11ac
'uniwide',08:cc:68:b5:82:2a,802.11ac
'uniwide',08:cc:68:b5:eb:35,802.11n
'uniwide',24:16:9d:24:45:0e,802.11ac
'uniwide',58:97:1e:b2:2b:36,802.11ac
'uniwide',58:97:1e:b2:2b:3e,802.11n
'uniwide',84:3d:c6:08:0c:75,802.11n
'uniwide',b8:11:4b:81:9c:81,802.11n
'uniwide',b8:11:4b:81:9c:8e,802.11ac
'UNSW Guest',08:cc:68:b4:68:ec,802.11ac
'UNSW Guest',08:cc:68:b4:6a:13,802.11n
'UNSW Guest',1c:e6:c7:5b:15:3c,802.11n
'UNSW Guest',24:16:9d:24:45:0c,802.11ac
'UNSW Guest',54:78:1a:bf:77:3c,802.11n
'UNSW Guest',58:97:1e:b2:2b:34,802.11ac
'UNSW Guest',58:97:1e:b2:2b:3c,802.11n
'UNSW Guest',84:78:ac:c0:1f:54,802.11ac
'UNSW Guest',b8:11:4b:81:9c:8c,802.11ac
'Vodafone2.4G-E5B3C',20:b0:01:8e:5b:3d,802.11n
<HIDDEN>,00:2c:c8:3e:52:85,802.11n
<HIDDEN>,08:cc:68:b4:8a:45,802.11n
<HIDDEN>,08:cc:68:b4:a1:a2,802.11n
<HIDDEN>,08:cc:68:b4:a1:a5,802.11n
<HIDDEN>,08:cc:68:b4:b3:82,802.11n
<HIDDEN>,08:cc:68:b4:b3:85,802.11n
<HIDDEN>,08:cc:68:b4:db:25,802.11n
<HIDDEN>,08:cc:68:b4:db:2a,802.11ac
<HIDDEN>,08:cc:68:b4:db:2d,802.11ac
<HIDDEN>,08:cc:68:b4:dc:1d,802.11ac
<HIDDEN>,08:cc:68:b5:7f:bd,802.11ac
<HIDDEN>,08:cc:68:b5:c2:f2,802.11n
<HIDDEN>,08:cc:68:b5:c2:f5,802.11n
<HIDDEN>,08:cc:68:b5:d4:15,802.11n
<HIDDEN>,08:cc:68:b5:d4:1d,802.11ac
<HIDDEN>,08:cc:68:b5:dd:fd,802.11ac
<HIDDEN>,1c:e6:c7:0d:fe:d2,802.11n
<HIDDEN>,1c:e6:c7:0d:fe:d5,802.11n
<HIDDEN>,1c:e6:c7:0d:fe:da,802.11n
<HIDDEN>,1c:e6:c7:3e:d8:5a,802.11n
<HIDDEN>,1c:e6:c7:5b:8a:a2,802.11n
<HIDDEN>,1c:e6:c7:e0:26:72,802.11n
<HIDDEN>,1c:e6:c7:e0:26:75,802.11n
<HIDDEN>,1c:e6:c7:e0:26:7d,802.11n
<HIDDEN>,1c:e6:c7:f0:1a:12,802.11n
<HIDDEN>,1c:e6:c7:f0:1a:1a,802.11n
<HIDDEN>,1c:e6:c7:f0:1a:85,802.11ac
<HIDDEN>,1c:e6:c7:f0:1a:8a,802.11n
<HIDDEN>,1c:e6:c7:f0:1a:8d,802.11n
<HIDDEN>,1c:e6:c7:f0:1f:c2,802.11ac
<HIDDEN>,1c:e6:c7:f0:1f:c5,802.11ac
<HIDDEN>,1c:e6:c7:f0:1f:ca,802.11n
<HIDDEN>,1c:e6:c7:f0:1f:cd,802.11n
<HIDDEN>,20:3a:07:e4:c0:4a,802.11n
<HIDDEN>,20:3a:07:e4:c0:4d,802.11n
<HIDDEN>,58:97:1e:56:1e:82,802.11ac
<HIDDEN>,58:97:1e:56:1e:85,802.11ac
<HIDDEN>,58:ac:78:5e:75:2d,802.11ac
<HIDDEN>,58:ac:78:89:d4:b2,802.11n
<HIDDEN>,58:ac:78:9b:0d:1d,802.11ac
<HIDDEN>,58:ac:78:a3:a1:92,802.11n
<HIDDEN>,7c:0e:ce:dc:5d:04,802.11n
<HIDDEN>,7c:0e:ce:dc:5d:0a,802.11ac
<HIDDEN>,94:a6:7e:50:f6:ac,802.11ax
<HIDDEN>,a0:0f:37:4c:09:ea,802.11ac
<HIDDEN>,a0:0f:37:4c:09:eb,802.11ac
<HIDDEN>,a8:9d:21:5c:c2:fa,802.11ac
<HIDDEN>,a8:9d:21:5c:c2:fd,802.11ac
<HIDDEN>,a8:9d:21:5f:4c:1d,802.11ac
<HIDDEN>,d0:72:dc:53:5d:4a,802.11ac
<HIDDEN>,d0:72:dc:53:5d:4d,802.11ac
<HIDDEN>,d0:c7:89:67:82:b5,802.11ac
<HIDDEN>,d6:35:1d:1b:85:e9,802.11ac
<HIDDEN>,f0:9e:63:14:ab:c4,802.11n
<HIDDEN>,f0:9e:63:14:ab:c5,802.11n
<HIDDEN>,f0:9e:63:14:ab:ca,802.11n
<HIDDEN>,f0:9e:63:14:ab:cb,802.11n
'ANFF_STAFF2',9a:a6:7e:50:f6:ac,802.11ax
'Aviation_UNSW',64:a5:c3:64:5d:ae,802.11n
'Aviation_UNSW',64:a5:c3:64:5d:af,802.11ac
'eduroam',00:2c:c8:3e:52:80,802.11n
'eduroam',08:cc:68:b4:8a:4f,802.11ac
'eduroam',08:cc:68:b4:a1:a0,802.11n
'eduroam',08:cc:68:b4:a1:af,802.11ac
'eduroam',08:cc:68:b4:b3:80,802.11n
'eduroam',08:cc:68:b4:b3:8f,802.11ac
'eduroam',08:cc:68:b4:c7:10,802.11n
'eduroam',08:cc:68:b4:db:20,802.11n
'eduroam',08:cc:68:b4:db:2f,802.11ac
'eduroam',08:cc:68:b5:7f:b1,802.11n
'eduroam',08:cc:68:b5:7f:be,802.11ac
'eduroam',08:cc:68:b5:c2:f0,802.11n
'eduroam',08:cc:68:b5:c2:ff,802.11ac
'eduroam',08:cc:68:b5:dd:ff,802.11ac
'eduroam',1c:e6:c7:3e:d8:5f,802.11n
'eduroam',1c:e6:c7:e0:26:70,802.11n
'eduroam',1c:e6:c7:e0:26:77,802.11ac
'eduroam',1c:e6:c7:f0:1a:10,802.11n
'eduroam',1c:e6:c7:f0:1a:87,802.11ac
'eduroam',1c:e6:c7:f0:1a:8f,802.11n
'eduroam',1c:e6:c7:f0:1f:c0,802.11n
'eduroam',1c:e6:c7:f0:1f:c7,802.11ac
'eduroam',1c:e6:c7:f0:1f:cf,802.11n
'eduroam',20:3a:07:e4:c0:4f,802.11n
'eduroam',58:97:1e:56:1e:87,802.11ac
'eduroam',58:97:1e:56:1e:8f,802.11n
'eduroam',58:ac:78:5e:75:2e,802.11ac
'eduroam',58:ac:78:5e:90:d1,802.11n
'eduroam',58:ac:78:65:99:71,802.11n
'eduroam',84:78:ac:98:14:1f,802.11n
'eduroam',a0:0f:37:4c:09:ee,802.11ac
'eduroam',a8:9d:21:5c:c2:ff,802.11ac
'eduroam',d0:72:dc:53:5d:4f,802.11ac
'eduroam',d0:c7:89:67:82:b0,802.11n
'eduroam',d0:c7:89:67:82:b7,802.11ac
'eduroam',d4:c9:3c:b6:5e:e1,802.11n
'eduroam',f0:9e:63:14:ab:c0,802.11n
'eduroam',f0:9e:63:14:ab:cf,802.11n
'Galaxy A13 00D2',2a:26:cc:20:db:75,802.11n
'Global_Students',08:cc:68:b4:8a:4b,802.11ac
'Global_Students',08:cc:68:b4:a1:ab,802.11ac
'Global_Students',08:cc:68:b4:b3:84,802.11n
'Global_Students',08:cc:68:b4:b3:8b,802.11ac
'Global_Students',08:cc:68:b4:db:24,802.11n
'Global_Students',08:cc:68:b4:db:2b,802.11ac
'Global_Students',08:cc:68:b5:c2:f4,802.11n
'Global_Students',08:cc:68:b5:c2:fb,802.11ac
'Global_Students',08:cc:68:b5:cd:7b,802.11ac
'Global_Students',08:cc:68:b5:d4:14,802.11n
'Global_Students',08:cc:68:b5:d4:1b,802.11ac
'Global_Students',08:cc:68:b5:dd:fb,802.11ac
'Global_Students',1c:e6:c7:0d:fe:d4,802.11n
'Global_Students',1c:e6:c7:3e:d8:5b,802.11n
'Global_Students',1c:e6:c7:e0:26:73,802.11ac
'Global_Students',1c:e6:c7:e0:26:7b,802.11n
'Global_Students',1c:e6:c7:f0:1a:14,802.11n
'Global_Students',1c:e6:c7:f0:1a:1b,802.11n
'Global_Students',1c:e6:c7:f0:1a:83,802.11ac
'Global_Students',1c:e6:c7:f0:1a:8b,802.11n
'Global_Students',1c:e6:c7:f0:1f:c3,802.11ac
'Global_Students',58:97:1e:56:1e:83,802.11ac
'Global_Students',7c:0e:ce:dc:5d:03,802.11n
'Global_Students',7c:0e:ce:dc:5d:0c,802.11ac
'Global_Students',84:78:ac:98:14:1b,802.11n
'Global_Students',a0:0f:37:4c:09:ed,802.11ac
'Global_Students',a8:9d:21:5c:c2:fb,802.11ac
'Global_Students',d0:72:dc:53:5d:4b,802.11ac
'Global_Students',d0:c7:89:67:82:b3,802.11ac
'Global_Students',d0:c7:89:67:82:b4,802.11n
'Global_Students',f0:9e:63:14:ab:cc,802.11n
'NOKIA-F953',dc:8d:8a:9e:f9:5c,802.11ax
'OMB G51 AV Control',f0:d1:a9:15:57:af,802.11n
'TPPW4G_JA99',58:2a:f7:53:3d:b4,802.11n
'uniwide',08:cc:68:b4:8a:41,802.11n
'uniwide',08:cc:68:b4:a1:a1,802.11n
'uniwide',08:cc:68:b4:a1:ae,802.11ac
'uniwide',08:cc:68:b4:c7:11,802.11n
'uniwide',08:cc:68:b4:c7:1e,802.11ac
'uniwide',08:cc:68:b4:db:21,802.11n
'uniwide',08:cc:68:b4:db:2e,802.11ac
'uniwide',08:cc:68:b4:dc:1f,802.11ac
'uniwide',08:cc:68:b5:7f:b0,802.11n
'uniwide',08:cc:68:b5:7f:bf,802.11ac
'uniwide',08:cc:68:b5:c2:f1,802.11n
'uniwide',08:cc:68:b5:d4:1e,802.11ac
'uniwide',1c:e6:c7:0d:fe:d1,802.11n
'uniwide',1c:e6:c7:0d:fe:d6,802.11ac
'uniwide',1c:e6:c7:3e:d8:56,802.11ac
'uniwide',1c:e6:c7:3e:d8:5e,802.11n
'uniwide',1c:e6:c7:e0:26:71,802.11n
'uniwide',1c:e6:c7:f0:1a:11,802.11n
'uniwide',1c:e6:c7:f0:1a:16,802.11ac
'uniwide',1c:e6:c7:f0:1a:86,802.11ac
'uniwide',1c:e6:c7:f0:1a:8e,802.11n
'uniwide',1c:e6:c7:f0:1f:c1,802.11n
'uniwide',1c:e6:c7:f0:1f:c6,802.11ac
'uniwide',1c:e6:c7:f0:1f:ce,802.11n
'uniwide',58:97:1e:56:1e:86,802.11ac
'uniwide',58:97:1e:56:1e:8e,802.11n
'uniwide',58:97:1e:56:43:37,802.11ac
'uniwide',58:ac:78:89:d4:b0,802.11n
'uniwide',58:ac:78:9b:0d:1f,802.11ac
'uniwide',84:78:ac:98:14:1e,802.11n
'uniwide',a0:0f:37:4c:09:ef,802.11ac
'uniwide',a8:9d:21:5c:c2:fe,802.11ac
'uniwide',a8:9d:21:5f:4c:11,802.11n
'uniwide',d0:72:dc:53:5d:4e,802.11ac
'uniwide',d0:c7:89:67:82:b6,802.11ac
'uniwide',d4:c9:3c:b6:5e:e0,802.11n
'uniwide',f0:9e:63:14:ab:c1,802.11n
'uniwide',f0:9e:63:14:ab:ce,802.11n
'UNSW Guest',00:2c:c8:3e:52:83,802.11n
'UNSW Guest',08:cc:68:b4:8a:43,802.11n
'UNSW Guest',08:cc:68:b4:8a:4c,802.11ac
'UNSW Guest',08:cc:68:b5:7f:bc,802.11ac
'UNSW Guest',08:cc:68:b5:c2:f3,802.11n
'UNSW Guest',1c:e6:c7:3e:d8:53,802.11n
'UNSW Guest',1c:e6:c7:3e:d8:5c,802.11n
'UNSW Guest',1c:e6:c7:e0:26:73,802.11n
'UNSW Guest',1c:e6:c7:e0:26:74,802.11ac
'UNSW Guest',1c:e6:c7:f0:1a:13,802.11n
'UNSW Guest',1c:e6:c7:f0:1a:1c,802.11n
'UNSW Guest',1c:e6:c7:f0:1a:84,802.11ac
'UNSW Guest',1c:e6:c7:f0:1a:8c,802.11n
'UNSW Guest',1c:e6:c7:f0:1f:c3,802.11n
'UNSW Guest',1c:e6:c7:f0:1f:c4,802.11ac
'UNSW Guest',1c:e6:c7:f0:1f:cc,802.11n
'UNSW Guest',58:97:1e:56:1e:84,802.11ac
'UNSW Guest',a0:0f:37:4c:09:ec,802.11ac
'UNSW Guest',a8:9d:21:5c:c2:fc,802.11ac
'UNSW Guest',a8:9d:21:5f:4c:13,802.11n
'UNSW Guest',d0:72:dc:53:5d:4c,802.11ac
'UNSW Guest',d0:c7:89:67:82:b3,802.11n
'UNSW Guest',d0:c7:89:67:82:b4,802.11ac
'UNSW Guest',d4:c9:3c:b6:5e:e3,802.11n
'UNSW Guest',f0:9e:63:14:ab:c2,802.11n
'UNSW Guest',f0:9e:63:14:ab:cd,802.11n
<HIDDEN>,08:cc:68:b4:a1:9d,802.11ac
<HIDDEN>,08:cc:68:b4:a6:75,802.11n
<HIDDEN>,08:cc:68:b4:a6:7a,802.11ac
<HIDDEN>,08:cc:68:b4:af:4a,802.11ac
<HIDDEN>,08:cc:68:b4:af:4b,802.11ac
<HIDDEN>,08:cc:68:b4:b2:6a,802.11ac
<HIDDEN>,08:cc:68:b4:b2:6d,802.11ac
<HIDDEN>,08:cc:68:b4:bd:d2,802.11n
<HIDDEN>,08:cc:68:b4:bf:2a,802.11ac
<HIDDEN>,08:cc:68:b4:bf:2d,802.11ac
<HIDDEN>,08:cc:68:b4:c4:8d,802.11ac
<HIDDEN>,08:cc:68:b5:92:a5,802.11n
<HIDDEN>,08:cc:68:b5:92:ad,802.11ac
<HIDDEN>,08:cc:68:b5:f3:5d,802.11ac
<HIDDEN>,1a:f9:f8:2a:4f:81,802.11ax
<HIDDEN>,1c:e6:c7:3e:60:cb,802.11n
<HIDDEN>,1c:e6:c7:3e:61:c2,802.11ac
<HIDDEN>,1c:e6:c7:3e:61:ca,802.11n
<HIDDEN>,1c:e6:c7:3e:61:cb,802.11n
<HIDDEN>,1c:e6:c7:5b:15:3d,802.11n
<HIDDEN>,1c:e6:c7:5b:2b:c2,802.11n
<HIDDEN>,1c:e6:c7:5b:2b:ca,802.11n
<HIDDEN>,1c:e6:c7:5b:2b:cd,802.11n
<HIDDEN>,1c:e6:c7:5b:30:15,802.11ac
<HIDDEN>,1c:e6:c7:5b:30:1d,802.11n
<HIDDEN>,1c:e6:c7:5b:32:15,802.11n
<HIDDEN>,1c:e6:c7:5b:32:1a,802.11n
<HIDDEN>,1c:e6:c7:5b:32:1d,802.11n
<HIDDEN>,1c:e6:c7:f0:25:43,802.11ac
<HIDDEN>,1c:e6:c7:f0:25:44,802.11n
<HIDDEN>,1c:e6:c7:f0:25:4a,802.11n
<HIDDEN>,1c:e6:c7:f0:25:4b,802.11n
<HIDDEN>,54:78:1a:bf:6f:52,802.11ac
<HIDDEN>,54:78:1a:bf:6f:5d,802.11n
<HIDDEN>,56:af:97:7d:b9:25,802.11ax
<HIDDEN>,5c:e1:76:0a:4f:ca,802.11ac
<HIDDEN>,6a:dd:b7:13:b7:63,802.11n
<HIDDEN>,6a:dd:b7:13:b7:65,802.11ax
<HIDDEN>,7c:0e:ce:de:4f:ca,802.11ac
<HIDDEN>,84:78:ac:c0:4b:dd,802.11n
<HIDDEN>,84:78:ac:c0:5c:32,802.11n
<HIDDEN>,84:78:ac:c0:5c:3d,802.11n
<HIDDEN>,94:a6:7e:50:f6:ab,802.11ax
<HIDDEN>,a0:0f:37:4c:54:45,802.11n
<HIDDEN>,a0:0f:37:4c:93:2a,802.11ac
<HIDDEN>,a0:0f:37:4c:93:2d,802.11ac
<HIDDEN>,c6:a5:11:3d:fb:4c,802.11ac
<HIDDEN>,d0:72:dc:53:5d:42,802.11n
<HIDDEN>,d0:c7:89:67:82:b2,802.11ac
<HIDDEN>,f0:9e:63:14:66:8a,802.11n
<HIDDEN>,f0:9e:63:14:66:8b,802.11n
<HIDDEN>,f0:9e:63:14:78:ea,802.11n
<HIDDEN>,f0:9e:63:14:78:eb,802.11n
<HIDDEN>,f0:9e:63:14:8f:85,802.11n
<HIDDEN>,f0:9e:63:14:8f:8a,802.11n
<HIDDEN>,f0:9e:63:14:8f:8b,802.11n
<HIDDEN>,f0:9e:63:14:a1:04,802.11n
<HIDDEN>,f0:9e:63:14:a1:05,802.11n
<HIDDEN>,f0:9e:63:14:a9:24,802.11n
<HIDDEN>,f0:9e:63:14:a9:25,802.11n
<HIDDEN>,f0:9e:63:1c:b4:64,802.11n
<HIDDEN>,f0:9e:63:1c:b4:65,802.11n
<HIDDEN>,f0:9e:63:1c:b4:6a,802.11n
<HIDDEN>,f0:9e:63:1c:b4:6b,802.11n
<HIDDEN>,f0:9e:63:1d:fb:44,802.11n
<HIDDEN>,f0:9e:63:1d:fb:45,802.11n
'CFEH_Boardroom',00:04:56:ad:68:11,802.11n
'CFEH_Boardroom',00:04:56:ad:d7:61,802.11n
'CFEH_Boardroom',00:04:56:ae:43:51,802.11ac
'CFEH_Guest',4c:5e:0c:b2:e8:05,802.11n
'CFEH_Staff',00:04:56:ad:68:10,802.11n
'CFEH_Staff',00:04:56:ae:2b:90,802.11n
'CFEH_Staff',00:04:56:ae:43:50,802.11ac
'eduroam',08:cc:68:b4:a6:7f,802.11ac
'eduroam',08:cc:68:b4:ae:df,802.11ac
'eduroam',08:cc:68:b4:b2:6f,802.11ac
'eduroam',08:cc:68:b4:b6:a0,802.11n
'eduroam',08:cc:68:b4:bf:2f,802.11ac
'eduroam',08:cc:68:b4:c0:7f,802.11ac
'eduroam',08:cc:68:b4:c4:8f,802.11ac
'eduroam',08:cc:68:b5:92:af,802.11ac
'eduroam',1c:e6:c7:0d:57:4f,802.11n
'eduroam',1c:e6:c7:3e:61:ce,802.11n
'eduroam',1c:e6:c7:5b:2b:c0,802.11n
'eduroam',1c:e6:c7:5b:2b:c7,802.11ac
'eduroam',1c:e6:c7:5b:30:1f,802.11n
'eduroam',1c:e6:c7:f0:25:40,802.11n
'eduroam',1c:e6:c7:f0:25:47,802.11ac
'eduroam',54:78:1a:bf:6f:57,802.11ac
'eduroam',54:78:1a:bf:6f:5f,802.11n
'eduroam',5c:e1:76:0a:4f:cf,802.11ac
'eduroam',84:78:ac:c0:5c:3f,802.11n
'eduroam',a0:0f:37:4c:93:2f,802.11ac
'eduroam',a0:55:4f:cf:eb:00,802.11n
'eduroam',d0:72:dc:53:5d:40,802.11n
'eduroam',f0:9e:63:14:66:8f,802.11n
'eduroam',f0:9e:63:14:8f:8f,802.11n
'eduroam',f0:9e:63:14:a1:00,802.11n
'eduroam',f0:9e:63:14:a9:20,802.11n
'eduroam',f0:9e:63:1c:b4:60,802.11n
'eduroam',f0:9e:63:1c:b4:6f,802.11n
'eduroam',f0:9e:63:1d:d2:ef,802.11n
'Global_Students',08:cc:68:b4:af:4d,802.11ac
'Global_Students',08:cc:68:b4:b2:6b,802.11ac
'Global_Students',08:cc:68:b4:bd:d4,802.11n
'Global_Students',08:cc:68:b4:bf:2b,802.11ac
'Global_Students',08:cc:68:b4:c4:8b,802.11ac
'Global_Students',1c:e6:c7:3e:61:cd,802.11n
'Global_Students',1c:e6:c7:5b:15:3b,802.11n
'Global_Students',1c:e6:c7:5b:2b:c3,802.11ac
'Global_Students',1c:e6:c7:5b:30:1b,802.11n
'Global_Students',1c:e6:c7:5b:32:14,802.11n
'Global_Students',54:78:1a:bf:6f:53,802.11ac
'Global_Students',54:78:1a:bf:6f:5b,802.11n
'Global_Students',84:78:ac:c0:5c:33,802.11ac
'Global_Students',84:78:ac:c0:5c:3b,802.11n
'Global_Students',a0:0f:37:4c:54:4b,802.11ac
'Global_Students',a0:0f:37:4c:93:2b,802.11ac
'Global_Students',d0:72:dc:53:5d:44,802.11n
'Global_Students',f0:9e:63:14:66:8c,802.11n
'Global_Students',f0:9e:63:14:78:e3,802.11n
'Global_Students',f0:9e:63:14:78:ec,802.11n
'Global_Students',f0:9e:63:14:8f:8c,802.11n
'Global_Students',f0:9e:63:14:a1:03,802.11n
'Global_Students',f0:9e:63:14:a9:23,802.11n
'Global_Students',f0:9e:63:1c:b4:63,802.11n
'Global_Students',f0:9e:63:1c:b4:6c,802.11n
'NetComm 5798',d0:db:b7:9c:0d:e4,802.11ax
'NOKIA-C01B',dc:8d:8a:41:c0:24,802.11ax
'Tardis',1a:59:c0:4d:c3:09,802.11ac
'TP-LINK_666666',68:dd:b7:13:b7:65,802.11ax
'TP-Link_B925_5G',54:af:97:5d:b9:24,802.11ax
'uniwide',08:cc:68:b4:a1:91,802.11n
'uniwide',08:cc:68:b4:a1:9e,802.11ac
'uniwide',08:cc:68:b4:a6:71,802.11n
'uniwide',08:cc:68:b4:a6:7e,802.11ac
'uniwide',08:cc:68:b4:b2:6e,802.11ac
'uniwide',08:cc:68:b4:bf:2e,802.11ac
'uniwide',08:cc:68:b4:c4:8e,802.11ac
'uniwide',1c:e6:c7:3e:60:c7,802.11ac
'uniwide',1c:e6:c7:3e:61:c7,802.11ac
'uniwide',1c:e6:c7:3e:61:cf,802.11n
'uniwide',1c:e6:c7:5b:15:3e,802.11n
'uniwide',1c:e6:c7:5b:2b:c6,802.11ac
'uniwide',1c:e6:c7:5b:2b:ce,802.11n
'uniwide',1c:e6:c7:5b:30:16,802.11ac
'uniwide',1c:e6:c7:5b:32:11,802.11n
'uniwide',1c:e6:c7:f0:25:41,802.11n
'uniwide',1c:e6:c7:f0:25:46,802.11ac
'uniwide',1c:e6:c7:f0:25:4e,802.11n
'uniwide',54:78:1a:bf:6f:56,802.11ac
'uniwide',54:78:1a:bf:6f:5e,802.11n
'uniwide',84:78:ac:c0:5c:36,802.11ac
'uniwide',84:78:ac:c0:5c:3e,802.11n
